Video Title,Game Name,Published At,View Count,Like Count,Comment Count,Duration (seconds),Type
Kim Kaçıncı Oldu? Başa Baş Turnuva - Worms W.M.D | #81,Worms W.M.D,2024-01-13T09:00:41Z,46963,1440,59,9153,Video
"Rekoru Yükseltmeye Hazırız, Sonsuz Mod - Thronefall #6",Thronefall,2024-01-12T15:30:14Z,45501,713,48,12148,Video
Stratejimizi Kartlara Yansıttık - Legends of Runeterra,Legends of Runeterra,2024-01-12T12:37:49Z,8120,390,51,3746,Video
İzleyicilerimizle Arenada Kapışıyoruz! - League of Legends #21,League of Legends,2024-01-11T16:54:50Z,21292,663,54,7275,Video
Rakibi Sırta Alıp Dövmek! Sadece Yakın Dövüş - PUBG (Özel Oyun) #392,PUBG,2024-01-11T09:00:20Z,22704,1014,41,1783,Video
Ekiple Mini Turnuva - Worms W.M.D | #80,Worms W.M.D,2024-01-10T15:00:51Z,34529,1478,76,4431,Video
"Lanet Bitti, Kill Rekoru Denemesi - PUBG (Normal Oyun) #391",PUBG,2024-01-10T09:00:00Z,7661,337,33,1656,Video
Rekor Çok Yakın... Kill Rekoru Denemesi - PUBG (Normal Oyun) #390,PUBG,2024-01-09T15:00:45Z,5608,241,13,2405,Video
Yapışık Takımın Gücü - League of Legends #20,League of Legends,2024-01-09T12:00:38Z,25036,669,53,7002,Video
Nerdeyse 30 Dakikanın Altına İniyorduk - Minecraft Speedrun #10,Minecraft,2024-01-09T09:00:17Z,4764,217,9,1921,Video
Okçu Kulesi zSuat - PUBG (Özel Oyun) #389,PUBG,2024-01-08T15:00:18Z,34372,1327,38,2187,Video
Kafasını Gösteren Ölür! Kill Rekoru Denemesi - PUBG (Normal Oyun) #388,PUBG,2024-01-07T15:00:17Z,7533,273,12,3773,Video
Salyangoz Ortası #prosocceronline,Pro Soccer Online,2024-01-07T12:00:07Z,21481,1657,8,27,Shorts
Takımın Eller Yanıyor - League of Legends #19,League of Legends,2024-01-06T15:12:45Z,22049,782,58,5295,Video
Futbol Diyince De Bizim Takım #prosocceronline,Pro Soccer Online,2024-01-06T12:00:40Z,20098,998,10,32,Shorts
"Usta Tamirci zSuat, Ekiple Araba Tamiri - Mechanic Heroes",Mechanic Heroes,2024-01-05T15:00:07Z,57289,1983,103,6796,Video
Kaçan Tavuk Büyük Olurmuş #realmroyalereforged,Realm Royale Reforged,2024-01-05T12:00:34Z,15018,689,12,51,Shorts
Spray Atarken Gökyüzünü Görmek #pubg,PUBG,2024-01-05T12:00:15Z,19762,1270,16,20,Shorts
Bizim Oyun Tarzımız Belli... #prosocceronline,Pro Soccer Online,2024-01-04T12:00:43Z,40803,2230,10,57,Shorts
Yeni Kasabamızı Test Ediyoruz - Feign | #62,Feign,2024-01-04T11:15:34Z,84825,3246,222,4463,Video
Wuju Bizden Sorulur - League of Legends #18,League of Legends,2024-01-03T15:00:07Z,24001,826,60,6072,Video
Bazen Sadece Gaza Geldiğin İçin Satarsın #forzahorizon5,Forza Horizon 5,2024-01-03T12:01:00Z,23311,1519,28,60,Shorts
Sevincimiz Kursağımızda Kaldı #minecraft,Minecraft,2024-01-03T12:00:27Z,17257,760,12,60,Shorts
İkimize Yetecek Yer Yok - Worms W.M.D | #79,Worms W.M.D,2024-01-03T09:01:01Z,23855,834,58,5456,Video
Rakibi Alana Öldürme Taktiği - Forza Horizon 5 | Eleyici | #73,Forza Horizon 5,2024-01-02T15:00:37Z,23759,1402,57,902,Video
Arabaya Bilinçli Takla Attırma Tekniği #pubg,PUBG,2024-01-02T12:00:37Z,24210,1166,7,31,Shorts
Sular Kesildi Diye Ödevini Yapamayan Nesil...,Suat,2024-01-02T12:00:36Z,51010,3758,27,29,Shorts
Ne Yapıyorsun Araba! Kill Rekoru Denemesi - PUBG (Normal Oyun) #387,PUBG,2024-01-02T12:00:33Z,7437,322,13,1416,Video
Minik Dokunuşlar Sonucu Belirledi - Forza Horizon 5 | Eleyici | #72,Forza Horizon 5,2024-01-01T15:00:41Z,8623,409,20,1852,Video
Ekiple Slime Kapışması  - Bopl Battle,Bopl Battle,2023-12-31T16:00:05Z,62130,1865,69,6693,Video
Salyangoz Ortası - Haftanın Klipleri #72,Haftanın Klipleri,2023-12-30T15:00:33Z,64672,4040,141,976,Video
Kazanamama Serisi Bozulacak Mı? - Feign | #61,Feign,2023-12-29T15:00:17Z,78450,2590,167,4530,Video
3 Canlı Zed Oynamak - League of Legends #17,League of Legends,2023-12-28T15:00:14Z,23102,734,54,5548,Video
Tank Çalma Operasyonu #pubg,PUBG,2023-12-28T12:00:48Z,21305,1169,12,39,Shorts
Zirveye Tatlı Bir Yolculuk - Jusant İlk Bakış,Jusant,2023-12-28T09:00:22Z,8949,291,11,5560,Video
"Son Görevinde Bir Polis Memuru, Korku Oyunu - File Destined",File Destined,2023-12-27T15:00:35Z,5384,258,20,5241,Video
Oyun Satmak Misyonumuz... #feign,Feign,2023-12-27T12:00:32Z,116167,4430,29,60,Shorts
"Göz Yaşartan Takım Oyunu, Yakın Dövüş Modu - PUBG (Özel Oyun) #386",PUBG,2023-12-27T12:00:08Z,25326,1178,28,1842,Video
"Sürpriz Pusucu, Rastgele Silah Modu - PUBG (Özel Oyun) #385",PUBG,2023-12-26T15:00:18Z,39154,1793,60,1673,Video
Kalkanla Adam Öldürmek #fortnite,Fortnite,2023-12-26T12:00:51Z,13713,574,4,27,Shorts
"Rekoru Yükseltme Çabaları, Sonsuz Mod - Thronefall #5",Thronefall,2023-12-26T09:00:15Z,28567,825,59,7470,Video
Bollywood Dansı Bizi Finale Götürür - PUBG (Özel Oyun) #384,PUBG,2023-12-25T15:00:19Z,23166,1125,27,1826,Video
Alana Girdik Sanınca... #pubg,PUBG,2023-12-25T12:00:27Z,14853,546,4,38,Shorts
"Tank, C4 Ve zSuat - PUBG (Özel Oyun) #383",PUBG,2023-12-24T15:09:11Z,31371,1447,39,1592,Video
Lowluk Da Bir Sanattır... #wormswmd,Worms W.M.D,2023-12-24T12:00:26Z,24769,1352,12,52,Shorts
Bu Kez Birincilik Gelir Mi? - League of Legends #16,League of Legends,2023-12-24T11:04:47Z,21427,717,50,5119,Video
Keskin Nişancı İş Başında - Counter Strike 2 (Dereceli Oyun) #6,Counter Strike 2,2023-12-23T15:12:09Z,9522,316,15,4573,Video
Win Kokan Finaller - Forza Horizon 5 | Eleyici | #71,Forza Horizon 5,2023-12-23T12:10:55Z,33466,1176,48,4752,Video
Çirkeflik Yapmadan Duramıyorum! #makeway,Make Way,2023-12-23T12:00:35Z,20954,971,10,60,Shorts
"Uzman Kule Savunucu Geri Geldi, Sonsuz Modu Deniyoruz - Thronefall #4",Thronefall,2023-12-22T15:00:29Z,51311,1275,63,12991,Video
"Helal Helal, Yaparsın #hawked",HAWKED,2023-12-22T12:00:50Z,9803,500,6,35,Shorts
Kestirmeden Gitmeyi Abartmak #makeway,Make Way,2023-12-22T12:00:47Z,81874,2699,11,34,Shorts
Bu Yollar Bizi Durduramaz - Make Way #2,Make Way,2023-12-21T15:00:42Z,51249,2112,81,3888,Video
Rakibi Dost Sanmak... #pubg,PUBG,2023-12-21T12:00:51Z,10598,443,6,18,Shorts
Doçlama Ustası #leagueoflegends #lol,League of Legends,2023-12-21T12:00:22Z,10265,573,10,48,Shorts
Ucu Ucuna - League of Legends #15,League of Legends,2023-12-20T15:00:30Z,19510,672,43,5339,Video
Kafesindeki Kuşa Da Huzur Yok #pubg,PUBG,2023-12-20T12:00:43Z,15946,881,12,28,Shorts
İzleyicilerimizle Farklı Bir Battle Royale Kapışması - Realm Royale Reforged,Realm Royale Reforged,2023-12-20T12:00:33Z,18355,583,33,7108,Video
Rastgeleden Azir Gelirse - League of Legends #14,League of Legends,2023-12-19T15:00:33Z,21965,709,46,6902,Video
"Ben Eskilerdenim, Dikkat Edin! #fortnite",Fortnite,2023-12-19T12:01:00Z,12195,647,9,59,Shorts
Bazen İşler Ters Gider #pubg,PUBG,2023-12-19T12:00:33Z,9100,366,4,16,Shorts
zSuat İlk Defa 10 Level Araba Bulursa - Forza Horizon 5 | Eleyici | #70,Forza Horizon 5,2023-12-18T15:00:16Z,68062,2391,124,2830,Video
Siz Birbirinizi Satacaksınız! - Worms W.M.D | #78,Worms W.M.D,2023-12-18T12:18:34Z,35907,1519,70,3331,Video
zSuat Yeraltı Canavarı Olursa... #LastTrainOuttaWormtown,Last Train Outta' Wormtown,2023-12-18T12:00:42Z,16140,1191,9,35,Shorts
Tekrardan Sahalara İniyoruz - Pro Soccer Online #18,Pro Soccer Online,2023-12-17T15:00:36Z,23985,999,26,2738,Video
Yeraltı Canavarı Yemleme Tekniği #LastTrainOuttaWormtown,Last Train Outta' Wormtown,2023-12-17T12:00:38Z,23971,1012,19,44,Shorts
Barış Manço İle Aynı Oyuna Düşmek? #pubg,PUBG,2023-12-17T12:00:35Z,23190,1852,9,37,Shorts
"31 Kill, Takımla Kill Rekoru Denemesi - PUBG (Normal Oyun) #382",PUBG,2023-12-17T12:00:03Z,11410,581,48,1738,Video
Rakibin Tankını Cukkalamak - Haftanın Klipleri #71,Haftanın Klipleri,2023-12-16T15:00:15Z,67063,3866,68,880,Video
Ekip Hazine Peşinde - HAWKED,HAWKED,2023-12-16T12:00:49Z,19432,606,30,5993,Video
Bugün De Doyduk Çok Şükür #LastTrainOuttaWormtown,Last Train Outta' Wormtown,2023-12-16T12:00:24Z,20579,926,7,57,Shorts
"Bunlar Nasıl Herolar, Ekiple Arena Kapışması - League of Legends #13",League of Legends,2023-12-16T09:15:01Z,20451,636,41,7528,Video
"Önce Isınma, Sonra Rekor - PUBG (Normal Oyun) #381",PUBG,2023-12-15T15:00:50Z,8006,299,11,2899,Video
Sen Bundan Fazlasını Hak Etmiyorsun Fıçı!! #theenjenir,The Enjenir,2023-12-15T12:00:50Z,130772,5194,43,60,Shorts
Üzerimize Oyunlar Oynanıyor - Worms W.M.D | #77,Worms W.M.D,2023-12-15T12:00:29Z,31791,1431,54,3019,Video
Nitelikli Hareket #wormswmd,Worms W.M.D,2023-12-15T12:00:16Z,14901,825,6,52,Shorts
Herkese Rastgele Silah - PUBG (Özel Oyun) #380,PUBG,2023-12-15T09:00:41Z,28377,1248,35,2022,Video
Sadece Şok Tabancası ve Yakın Dövüş - PUBG (Özel Oyun) #379,PUBG,2023-12-14T15:00:45Z,21850,1057,30,1883,Video
Sandığı Kovalayan Yeraltı Canavarı :D #LastTrainOuttaWormtown,Last Train Outta' Wormtown,2023-12-14T12:00:46Z,21017,1196,11,32,Shorts
Yeni Haritada Kill Rekoru Geldi - PUBG (Normal Oyun) #378,PUBG,2023-12-14T09:00:22Z,7761,340,24,1396,Video
"Harita Yeni, zSuat Aynı - PUBG (Özel Oyun) #377",PUBG,2023-12-13T15:00:30Z,28376,1375,55,1986,Video
Ayağım Kaymadı Kendim İndim! #pubg,PUBG,2023-12-13T12:00:07Z,29292,1197,17,36,Shorts
Az İşçilik Bol Kalite #theenjenir,The Enjenir,2023-12-13T12:00:00Z,12246,669,8,60,Shorts
Herkes Tek! Ekiple 1v1 Kapışma Vakti! - Fortnite #12,Fortnite,2023-12-13T09:00:05Z,12813,542,28,3418,Video
"Önce Yol Yap, Sonra Yarış! - Make Way",Make Way,2023-12-12T15:00:13Z,85572,2697,94,5438,Video
Canavara Dinamit Pususu #LastTrainOuttaWormtown,Last Train Outta' Wormtown,2023-12-12T12:00:10Z,16143,1027,10,53,Shorts
Yeni Haritada İlk Takımlı Kill Rekoru Denememiz - PUBG (Normal Oyun) #376,PUBG,2023-12-12T11:00:31Z,8721,282,12,4281,Video
Yeni Harita Rondo Geldi! - PUBG (Özel Oyun) #375,PUBG,2023-12-11T15:15:46Z,26692,1242,42,2035,Video
Sanatsal Katliam #wormswmd,Worms W.M.D,2023-12-11T12:00:56Z,20624,1613,15,43,Shorts
Hangi Tuş?! #counterstrike2 #cs2,Counter Strike 2,2023-12-11T12:00:32Z,9414,382,4,24,Shorts
Ekiple Squid Game Modunu Deniyoruz - Fortnite #11,Fortnite,2023-12-11T10:00:36Z,18222,771,25,2166,Video
Suattan Sanatsal Bitiriş #wormswmd,Worms W.M.D,2023-12-10T12:00:41Z,21513,1627,16,26,Shorts
Rokete Hükmetmek #wormswmd,Worms W.M.D,2023-12-10T12:00:40Z,15545,869,16,29,Shorts
Enteresan Güdümlü Bomba Kullanımı - Worms W.M.D | #76,Worms W.M.D,2023-12-10T10:00:08Z,38406,1692,66,3704,Video
Yeraltı Canavarı vs zSuat - Haftanın Klipleri #70,Haftanın Klipleri,2023-12-09T15:00:00Z,60593,3826,82,785,Video
Barfiks Çekerken Enselenen zSuat #pubg,PUBG,2023-12-09T12:00:36Z,52243,2495,19,60,Shorts
"Mükemmel Duo, Yapısız Mod! - Fortnite #10",Fortnite,2023-12-09T09:00:21Z,15113,716,44,1980,Video
Suçlu Biz Değiliz! - Feign | #60,Feign,2023-12-08T15:00:28Z,100462,2803,159,6464,Video
Osmandan Sanatsal Bitiriş #wormswmd,Worms W.M.D,2023-12-08T12:00:38Z,28567,2057,6,36,Shorts
Yanlış Gemiye Kafa Attınız #blazingsails,Blazing Sails,2023-12-08T12:00:14Z,14012,562,7,55,Shorts
Fortnite Sezon 5 İlk Bakış - Fortnite #9,Fortnite,2023-12-08T11:06:37Z,14539,690,60,2856,Video
İzleyicilerimizle Kapışıyoruz - Worms W.M.D | #75,Worms W.M.D,2023-12-07T15:30:12Z,24182,1192,48,2229,Video
Çirkeflik Denince De Biz #forzahorizon5,Forza Horizon 5,2023-12-07T12:00:26Z,12979,814,10,32,Shorts
Mavra Sanatı... #wormswmd,Worms W.M.D,2023-12-07T12:00:19Z,25910,1634,6,57,Shorts
Marangoz zSuat - The Enjenir,The Enjenir,2023-12-06T15:48:13Z,37076,1216,63,7945,Video
Düşünceli Berkay #pubg,PUBG,2023-12-06T12:00:18Z,61098,2817,16,60,Shorts
Açımız Mükemmel - PUBG (Özel Oyun) #374,PUBG,2023-12-06T09:00:27Z,26160,1085,25,2326,Video
Fizik Ve Strateji Ustası - My Suika Watermelon Game İlk Bakış,My Suika Watermelon Game,2023-12-05T15:00:26Z,28349,1003,40,3895,Video
Adayı Terk Ediyorum! #wormswmd,Worms W.M.D,2023-12-05T12:00:13Z,16832,1119,4,52,Shorts
Rekor Tazelendi - Minecraft Speedrun #9,Minecraft,2023-12-05T09:00:33Z,4055,182,16,2602,Video
Ekiple 3D Worms - Worms Ultimate Mayhem,Worms Ultimate Mayhem,2023-12-04T15:00:00Z,35609,1482,62,2662,Video
Sanatsal Kill #wormswmd,Worms W.M.D,2023-12-04T12:00:44Z,17834,1711,28,29,Shorts
Lootunu Denize Bırakan Osman #blazingsails,Blazing Sails,2023-12-04T12:00:12Z,10512,479,5,43,Shorts
Takımla Kill Rekoru Denemesi - PUBG (Normal Oyun) #373,PUBG,2023-12-04T09:00:00Z,10776,408,16,3696,Video
Yer Altı Canavarı Parti Oyunu - Last Train Outta' Wormtown,Last Train Outta' Wormtown,2023-12-03T15:00:29Z,71086,2627,97,6274,Video
Rakip Gemiye Sızıyoruz... #blazingsails,Blazing Sails,2023-12-03T12:00:55Z,6428,298,3,38,Shorts
Havada Hasar Yememe Taktikleri #wormswmd,Worms W.M.D,2023-12-03T12:00:31Z,15782,935,5,46,Shorts
Sanatsal Katliam - Haftanın Klipleri #69,Haftanın Klipleri,2023-12-02T15:00:15Z,59286,4006,78,957,Video
Osman'dan Piyon Pususu #checkmateshowdown,Checkmate Showdown,2023-12-02T12:00:00Z,40514,1997,13,58,Shorts
Satan Satana - Worms W.M.D | #74,Worms W.M.D,2023-12-02T09:00:42Z,32366,1387,45,3071,Video
Sadece Ayaktan Hasar Modu - PUBG (Özel Oyun) #372,PUBG,2023-12-01T15:00:39Z,27846,1166,26,1903,Video
Her Yiğidin Bir Düşüşü Vardır #wormswmd,Worms W.M.D,2023-12-01T12:00:27Z,14125,804,9,59,Shorts
Osman Yok Ediyor #blazingsails,Blazing Sails,2023-12-01T12:00:04Z,9401,405,7,57,Shorts
Meyvelerle Farklı Bir Tetris - Suika Game,Suika Game,2023-11-30T15:00:37Z,23193,1021,33,2878,Video
Döve Döve Mat Ettik #checkmateshowdown,Checkmate Showdown,2023-11-30T12:00:11Z,113232,5253,46,56,Shorts
Takım Arkadaşının Tekerini Çalmak #pubg,PUBG,2023-11-30T12:00:09Z,22714,914,12,35,Shorts
0 Kill - Worms W.M.D | #73,Worms W.M.D,2023-11-30T09:00:25Z,49244,1444,72,7220,Video
Ne Bombacısı Biz Mumcuyuz - Feign | #59,Feign,2023-11-29T15:00:15Z,68339,2512,86,3146,Video
"Hiç Ateş Etme, O Kendini Öldürür... #boplbattle",Bopl Battle,2023-11-29T12:00:20Z,18868,988,7,52,Shorts
Bazen Denk Getiremezsin... #ultimatechickenhorse,Ultimate Chicken Horse,2023-11-29T12:00:01Z,6431,283,3,22,Shorts
Yeni Rekor! - Minecraft Speedrun #8,Minecraft,2023-11-29T09:00:31Z,4040,206,12,2554,Video
799k zSuat - League of Legends #12,League of Legends,2023-11-28T15:00:08Z,22636,865,68,5451,Video
At Değil Ejderya #checkmateshowdown,Checkmate Showdown,2023-11-28T12:01:01Z,18286,1268,17,52,Shorts
El Birliğiyle Atalım Abi #partyanimals,Party Animals,2023-11-28T12:00:28Z,6483,441,5,33,Shorts
Gerekirse Risk Alacağız! - Forza Horizon 5 | Eleyici | #69,Forza Horizon 5,2023-11-28T09:01:26Z,31462,1089,51,4954,Video
Şahı Dayak Atarak Mat Etmek... - Haftanın Klipleri #68,Haftanın Klipleri,2023-11-27T15:00:21Z,58597,3582,54,987,Video
Dragunov Çok Güçlü! #pubg,PUBG,2023-11-27T12:00:38Z,5963,335,6,36,Shorts
Başımıza Bir Bu Gelmemişti... #minecraft,Minecraft,2023-11-27T12:00:18Z,8001,370,9,37,Shorts
Dengeler Değişiyor - Worms W.M.D | #72,Worms W.M.D,2023-11-27T11:06:12Z,42763,1440,83,5431,Video
Baştan Sona Sanat Kokan Oyunlar - Worms W.M.D | #71,Worms W.M.D,2023-11-26T15:02:28Z,48347,1782,100,5338,Video
"""Arada Kalmak"" Deyiminin Vücut Bulmuş Hali #pubg",PUBG,2023-11-26T12:00:38Z,7305,415,4,59,Shorts
Elleri Yanıyormuş..? #pubg,PUBG,2023-11-26T12:00:03Z,9875,562,13,44,Shorts
Efsane Akıl Oyunları - Feign | #58,Feign,2023-11-25T15:00:43Z,77927,2805,130,3798,Video
Bu Kez Doçlayamadı... #jjumparena,JJUMPARENA,2023-11-25T12:00:35Z,29493,1251,6,59,Shorts
Yine Ölümlerden Ölüm Beğeniyoruzdur... #minecraft,Minecraft,2023-11-25T12:00:28Z,10589,489,11,59,Shorts
Hasar O Kadar Önemli Değil - Worms W.M.D | #70,Worms W.M.D,2023-11-24T15:00:30Z,42894,1641,87,5520,Video
Vicdanlı zSuat #pubg,PUBG,2023-11-24T12:00:30Z,10061,567,5,60,Shorts
Kendimizi Duman Ettik #wormswmd,Worms W.M.D,2023-11-24T12:00:29Z,15435,786,7,52,Shorts
"Taktiksel Agresiflik, Kill Rekoru Denemesi - PUBG (Normal Oyun) #371",PUBG,2023-11-24T09:00:35Z,18121,1054,43,857,Video
"Bu Satrançta Kavga Var, Dövüş Var - Checkmate Showdown",Checkmate Showdown,2023-11-23T15:00:18Z,68896,2345,66,3028,Video
Hayatımda Gördüğüm En Saçma Savaş #pubg,PUBG,2023-11-23T12:00:45Z,8702,601,12,60,Shorts
Gerçek Şoförlerin Belli Olduğu Yer! #forzahorizon5,Forza Horizon 5,2023-11-23T12:00:05Z,9519,489,3,22,Shorts
"Tabelalar Arasında Yolculuk, Platform Ve Puzzle Oyunu - The Pedestrian, İlk Bakış",The Pedestrian,2023-11-23T09:00:25Z,6217,272,9,4118,Video
Biz Bu Oyunu Bozarız! - Worms W.M.D | #69,Worms W.M.D,2023-11-22T15:00:23Z,29300,1481,59,2371,Video
Yakaladım Seni Osman! #westhunt,West Hunt,2023-11-22T12:00:28Z,629627,19594,57,43,Shorts
Açın Kapıyı! #forzahorizon5,Forza Horizon 5,2023-11-22T12:00:15Z,12130,541,5,36,Shorts
Kaos Takımı - PUBG (Dereceli Oyun) #370,PUBG,2023-11-22T09:00:34Z,10314,419,13,3256,Video
Bunlar Nasıl Tuzaklar! - Ultimate Chicken Horse #7,Ultimate Chicken Horse,2023-11-21T15:00:09Z,13785,497,19,3816,Video
"Bütün Rakiplerimi Eledim, Sıra Sizde... #jjumparena",JJUMPARENA,2023-11-21T12:00:01Z,14878,815,7,60,Shorts
Beklenmedik Solucan - Worms W.M.D | #68,Worms W.M.D,2023-11-20T15:00:07Z,31925,1521,55,2773,Video
Matematiksel Deha - Forza Horizon 5 | Eleyici | #68,Forza Horizon 5,2023-11-20T09:00:02Z,25502,1086,25,2764,Video
zSuat ve Mr.C Takım Olursa - Party Animals #23,Party Animals,2023-11-19T15:00:01Z,38283,1334,45,3277,Video
Kendi Taktiğine Düşmek #pubg,PUBG,2023-11-19T12:00:41Z,11243,676,9,60,Shorts
Oradan Bomba Yetişmez #pubg,PUBG,2023-11-19T12:00:09Z,15947,746,6,60,Shorts
Yelkenler Fora! - Blazing Sails,Blazing Sails,2023-11-19T09:00:03Z,13338,543,44,5307,Video
Elleri Yanıyormuş..?  - Haftanın Klipleri #67,Haftanın Klipleri,2023-11-18T15:00:23Z,66412,3777,65,1053,Video
Bana Güveniyor Musunuz? #bunnyguys,Bunny Guys ,2023-11-18T12:00:43Z,13160,865,10,47,Shorts
Çivi Tuzağı Pususu #pubg,PUBG,2023-11-18T12:00:35Z,14968,772,7,60,Shorts
Tüm Ekipmanlar Sınırsız Olursa - Worms W.M.D | #67,Worms W.M.D,2023-11-18T09:00:29Z,40463,1683,49,3070,Video
Sona Kalan Ol! Ekiple Eğlenceli Bir Oyun - J-Jump Arena,JJUMPARENA,2023-11-17T15:00:03Z,50752,1681,59,5602,Video
Cama Yapışan Sinek Gibi... #pubg,PUBG,2023-11-17T12:00:21Z,16710,833,8,53,Shorts
Slime Savaşları - Bopl Battle (Demo),Bopl Battle,2023-11-16T15:30:10Z,40209,1556,65,4475,Video
"İnişini Gördük, Çıkışını Göremedik... #bunnyguys",Bunny Guys,2023-11-16T12:00:29Z,26636,1389,17,58,Shorts
Rekor Güncelleniyor - Minecraft Speedrun #7,Minecraft,2023-11-16T11:00:23Z,5358,253,16,2812,Video
Garip Bir Final - PUBG (Dereceli Oyun) #369,PUBG,2023-11-15T15:30:02Z,10433,521,18,2336,Video
"Rahat Olun, O Kendini Vurur :D #wormswmd",Worms W.M.D,2023-11-15T12:00:30Z,28330,1838,12,49,Shorts
Aksiyon Filmi Gibi Sahne #pubg,PUBG,2023-11-15T12:00:02Z,15877,922,20,45,Shorts
Pozisyon Alma Uzmanı - PUBG (Özel Oyun) #368,PUBG,2023-11-14T15:00:37Z,25830,1096,42,2453,Video
Fil Fedasıyla Mat Etmek! #wormswmd,Worms W.M.D,2023-11-14T12:00:44Z,42007,3265,46,28,Shorts
"Dikkat Et, Düşebilirsin! #bunnyguys",Bunny Guys,2023-11-14T12:00:25Z,21836,1784,10,36,Shorts
Kapat Kapat... #pubg,PUBG,2023-11-13T12:01:00Z,15051,1040,11,56,Shorts
Üzerimize Oynanıyor! - Worms W.M.D | #66,Worms W.M.D,2023-11-12T15:00:27Z,42337,1511,49,4562,Video
Eşit Şartlardayız #pubg,PUBG,2023-11-12T12:00:51Z,37840,2315,15,40,Shorts
CS 2'nin Büyük Eksiği... #counterstrike2 #cs2,Counter Strike 2,2023-11-12T12:00:23Z,16124,794,20,54,Shorts
"Ghost Avcısı, Kill Rekoru Denemesi - PUBG (Normal Oyun) #367",PUBG,2023-11-12T09:00:29Z,39760,1190,64,4988,Video
Kendi Taktiğine Düşen zSuat  - Haftanın Klipleri #66,Haftanın Klipleri,2023-11-11T15:00:48Z,72910,4046,57,866,Video
Lanetli Vantilatör #ultimatechickenhorse,Ultimate Chicken Horse,2023-11-11T12:00:50Z,14228,605,12,60,Shorts
Rakibin Başını Döndürmek #pubg,PUBG,2023-11-11T12:00:38Z,27262,1939,17,60,Shorts
Sadece Yakın Dövüş Modu - PUBG (Özel Oyun) #366,PUBG,2023-11-11T09:00:06Z,17096,948,19,1318,Video
"Az Hasar, Çok Kill - PUBG (Dereceli Oyun) #365",PUBG,2023-11-10T15:00:31Z,9316,436,12,1814,Video
Oyun Sonunda Yumruk Savaşı #pubg,PUBG,2023-11-10T12:00:43Z,77978,3701,14,60,Shorts
Doğru Takımlaşma Önemli - Worms W.M.D | #65,Worms W.M.D,2023-11-10T09:00:32Z,32183,1422,37,2813,Video
Kanunsuzlar Bizden Kaçamaz - West Hunt #15,West Hunt,2023-11-09T15:00:04Z,94586,2737,86,4518,Video
"İnanılmaz Bir Şey Miyim, Neyim Ayol? #pubg",PUBG,2023-11-09T12:00:38Z,17548,1064,11,42,Shorts
Herkese Rastgele Silah - PUBG (Özel Oyun) #364,PUBG,2023-11-09T09:00:08Z,33764,1522,32,1732,Video
Yüksekte Kalan Kazanır - Worms W.M.D | #64,Worms W.M.D,2023-11-08T15:00:22Z,43378,1449,62,5716,Video
Rakibin Arabasını Alıp Kaçmak? #pubg,PUBG,2023-11-08T12:00:34Z,20630,1600,11,32,Shorts
Araba Savaşı Kaybetmedim... #pubg,PUBG,2023-11-08T12:00:12Z,27745,2211,12,21,Shorts
Ah Bu Hileler - PUBG (Dereceli Oyun) #363,PUBG,2023-11-08T09:00:34Z,9575,412,9,1712,Video
"Çok Dikkatli Olmalıyız, Ekiple Parkur Yarışı - Bunny Guys! #2",Bunny Guys,2023-11-07T15:13:35Z,24668,870,35,5468,Video
Osman Kule Tekniği #trickytowers,Tricky Towers,2023-11-07T12:00:28Z,37254,2077,9,51,Shorts
Her Takımda Bir Satışçı Vardır... #pubg,PUBG,2023-11-07T12:00:10Z,34441,2847,18,60,Shorts
"Doğru Silah, Doğru Karar - PUBG (Dereceli Oyun) #362",PUBG,2023-11-07T10:00:47Z,7968,404,9,1952,Video
Yapay Zeka zSuat - Feign | #57,Feign,2023-11-06T15:00:02Z,134102,3041,141,8314,Video
Şanssız Suat #pubg,PUBG,2023-11-06T12:00:37Z,12582,890,10,60,Shorts
"Buldum Seni, Kaçma! #westhunt",West Hunt,2023-11-06T12:00:09Z,18711,1173,6,27,Shorts
"Tam Yeri, Tam Zamanı - PUBG (Dereceli Oyun) #361",PUBG,2023-11-06T10:00:21Z,37787,1079,42,6439,Video
Rakibin Başını Döndürmek - Haftanın Klipleri #65,Haftanın Klipleri,2023-11-04T15:00:19Z,61969,3836,68,797,Video
Dönüp Dönüp Tutmaç'ı Vurmak #pubg,PUBG,2023-11-04T12:00:43Z,11545,748,6,60,Shorts
Herkesin 8 Solucanı Olursa - Worms W.M.D | #63,Worms W.M.D,2023-11-03T15:00:05Z,29613,1467,56,2567,Video
Yeni Taktiğin Kilidi Açıldı: Drivebomb #pubg,PUBG,2023-11-03T12:00:48Z,12204,649,11,60,Shorts
Çok Gizli Osman Taktiği... #trickytowers,Tricky Towers,2023-11-03T12:00:11Z,22933,1321,5,56,Shorts
Hayata Tutunur Gibi... #partyanimals,Party Animals,2023-11-02T12:00:11Z,42311,3051,19,60,Shorts
Pusucu Örümcekler İnsanlara Karşı! #killitwithfire2,Kill It With Fire,2023-11-02T12:00:10Z,14955,1025,7,60,Shorts
Kıyafetimizi Çıkarttık Sürünme Vakti - PUBG (Dereceli Oyun) #360,PUBG,2023-11-01T15:00:16Z,31910,1234,50,2309,Video
Taşın Duruşuna Bak! #trickytowers,Tricky Towers,2023-11-01T12:00:57Z,44222,1529,3,52,Shorts
